MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2179326	Oxr1	oxidation resistance 1	15		nucleolus			ISO	RGD:621857 	J:155856 	
MGI:894684	Pa2g4	proliferation-associated 2G4	10		nucleolus			ISO	RGD:1302994 	J:155856 	
MGI:894684	Pa2g4	proliferation-associated 2G4	10		nucleolus			ISO	Q9UQ80 	J:164563 	
MGI:108415	Pafah1b2	platelet-activating factor acetylhydrolase, isoform 1b, subunit 2	9		fibrillar center			ISO	P68402 	J:164563 	
MGI:108415	Pafah1b2	platelet-activating factor acetylhydrolase, isoform 1b, subunit 2	9		nucleolus			ISO	P68402 	J:164563 	
MGI:1915333	Pak1ip1	PAK1 interacting protein 1	13		nucleolus			IDA		J:204457 	
MGI:1915333	Pak1ip1	PAK1 interacting protein 1	13		nucleolus			ISO	Q9NWT1 	J:164563 	
MGI:2679420	Pak6	p21 (RAC1) activated kinase 6	2		fibrillar center			ISO	Q9NQU5 	J:164563 	
MGI:1921358	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	16		nucleolus			ISO	O95453 	J:164563 	
MGI:1340806	Parp1	poly (ADP-ribose) polymerase family, member 1	1		nucleolus			IBA	PTN000396992 	J:265628 	
MGI:1340806	Parp1	poly (ADP-ribose) polymerase family, member 1	1		nucleolus			IDA		J:94965 	
MGI:1340806	Parp1	poly (ADP-ribose) polymerase family, member 1	1		nucleolus			ISO	P09874 	J:164563 	
MGI:1341112	Parp2	poly (ADP-ribose) polymerase family, member 2	14		nucleolus			IBA	PTN000396992 	J:265628 	
MGI:1341112	Parp2	poly (ADP-ribose) polymerase family, member 2	14		nucleolus	is a part of fibroblast		IDA		J:94965 	
MGI:1341112	Parp2	poly (ADP-ribose) polymerase family, member 2	14		nucleolus			ISO	Q9UGN5 	J:73065 	
MGI:1891258	Parp3	poly (ADP-ribose) polymerase family, member 3	9		nucleolus			IBA	PTN000396992 	J:265628 	
MGI:3712326	Parp10	poly (ADP-ribose) polymerase family, member 10	15		nucleolus			ISO	Q53GL7 	J:164563 	
MGI:97489	Pax5	paired box 5	4		fibrillar center			ISO	Q02548 	J:164563 	
MGI:97493	Pax9	paired box 9	12		nucleolus			ISO	P55771 	J:164563 	
MGI:104692	Pcdh1	protocadherin 1	18		nucleolus			ISO	Q08174 	J:164563 	
MGI:1341788	Pdcd11	programmed cell death 11	19		nucleolus			IBA	PTN000588341 	J:265628 	
MGI:97532	Pdha1	pyruvate dehydrogenase E1 alpha 1	X		nucleolus			ISO	P08559 	J:164563 	
MGI:97533	Pdha2	pyruvate dehydrogenase E1 alpha 2	3		nucleolus			ISO	P29803 	J:164563 	
MGI:2384308	Pdk3	pyruvate dehydrogenase kinase, isoenzyme 3	X		nucleolus			ISO	Q15120 	J:164563 	
MGI:1922523	Pelp1	proline, glutamic acid and leucine rich protein 1	11		nucleolus			ISO	Q8IZL8 	J:164563 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		nucleolus			IDA		J:80174 J:91121 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		nucleolus			ISO	O00541 	J:73065 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		PeBoW complex			IBA	PTN000259535 	J:265628 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		PeBoW complex			IDA		J:113462 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		PeBoW complex			ISO	O00541 	J:164563 	
MGI:1927868	Pex14	peroxisomal biogenesis factor 14	4		fibrillar center			ISO	O75381 	J:164563 	
MGI:1338034	Phf2	PHD finger protein 2	13		nucleolus			ISO	O75151 	J:164563 	
MGI:2156864	Phf5a	PHD finger protein 5A	15	NOT	nucleolus			IDA		J:76650 	
MGI:1918248	Phf6	PHD finger protein 6	X		nucleolus			ISO	Q8IWS0 	J:164563 	
MGI:2444341	Phf8	PHD finger protein 8	X		nucleolus			ISO	Q9UPP1 	J:164563 	
MGI:1096880	Phlda1	pleckstrin homology like domain, family A, member 1	10		nucleolus			ISO	Q8WV24 	J:164563 	
MGI:1889507	Pidd1	p53 induced death domain protein 1	7		nucleolus			IC		J:246097 	
MGI:1916095	Pih1d1	PIH1 domain containing 1	7		nucleolus			ISO	Q9NWS0 	J:164563 	
MGI:1922019	Pik3cb	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	9		nucleolus			ISO	P42338 	J:164563 	
MGI:97584	Pim1	proviral integration site 1	17		nucleolus			ISO	P11309 	J:164563 	
MGI:1924434	Pimreg	PICALM interacting mitotic regulator	11		nucleolus			ISO	Q9BSJ6 	J:164563 	
MGI:1916963	Pin4	peptidyl-prolyl cis/trans isomerase, NIMA-interacting, 4 (parvulin)	X		nucleolus			ISO	Q9Y237 	J:164563 	
MGI:1919650	Pinx1	PIN2/TERF1 interacting, telomerase inhibitor 1	14		nucleolus			IBA	PTN000567695 	J:265628 	
MGI:1919650	Pinx1	PIN2/TERF1 interacting, telomerase inhibitor 1	14		nucleolus			ISO	Q96BK5 	J:72504 J:164563 	
MGI:2137630	Pkmyt1	protein kinase, membrane associated tyrosine/threonine 1	17		nucleolus			ISO	Q99640 	J:164563 	
MGI:2150308	Plcz1	phospholipase C, zeta 1	6		nucleolus			IDA		J:257332 	
MGI:2443207	Plekhm1	pleckstrin homology domain containing, family M (with RUN domain) member 1	11		nucleolus			ISO	Q9Y4G2 	J:164563 	
MGI:109604	Plk3	polo like kinase 3	4		nucleolus			ISO	Q9H4B4 	J:164563 	
MGI:101783	Plk4	polo like kinase 4	3		nucleolus			IDA		J:152657 	
MGI:3026984	Plk5	polo like kinase 5	10		nucleolus			IDA		J:173149 	
MGI:1858197	Plrg1	pleiotropic regulator 1	3		fibrillar center			ISO	O43660 	J:164563 	
MGI:893575	Plscr1	phospholipid scramblase 1	9		nucleolus			ISO	O15162 	J:164563 	
MGI:1270860	Plscr2	phospholipid scramblase 2	9		nucleolus			ISO	O15162 	J:164563 	
MGI:104662	Pml	promyelocytic leukemia	9		nucleolus			ISO	P29590 	J:164563 	
MGI:1891698	Pnkp	polynucleotide kinase 3'- phosphatase	7		nucleolus			ISO	Q96T60 	J:164563 	
MGI:2180564	Pnma1	paraneoplastic antigen MA1	12		nucleolus			ISO	Q8ND90 	J:164563 	
MGI:1913499	Pno1	partner of NOB1 homolog	11		nucleolus			IBA	PTN000981817 	J:265628 	
MGI:1913499	Pno1	partner of NOB1 homolog	11		nucleolus			ISO	Q9NRX1 	J:164563 	
MGI:1351317	Podxl	podocalyxin-like	6		nucleolus			ISO	O00592 	J:164563 	
MGI:99660	Pola1	polymerase (DNA directed), alpha 1	X		nucleolus			ISO	P09884 	J:164563 	
MGI:1096397	Polr1a	polymerase (RNA) I polypeptide A	6		RNA polymerase I complex			IBA	PTN000453524 	J:265628 	
MGI:1096397	Polr1a	polymerase (RNA) I polypeptide A	6		RNA polymerase I complex			IDA		J:41855 J:91576 	
MGI:1096397	Polr1a	polymerase (RNA) I polypeptide A	6		RNA polymerase I complex			ISO	RGD:620824 	J:155856 	
MGI:108014	Polr1b	polymerase (RNA) I polypeptide B	2		fibrillar center			ISO	Q9H9Y6 	J:164563 	
MGI:108014	Polr1b	polymerase (RNA) I polypeptide B	2		nucleolus			IDA		J:78329 	
MGI:108014	Polr1b	polymerase (RNA) I polypeptide B	2		RNA polymerase I complex			IBA	PTN000465942 	J:265628 	
MGI:108014	Polr1b	polymerase (RNA) I polypeptide B	2		RNA polymerase I complex			IDA		J:41855 	
MGI:108014	Polr1b	polymerase (RNA) I polypeptide B	2		RNA polymerase I complex			ISO	RGD:620822 	J:155856 	
MGI:103288	Polr1c	polymerase (RNA) I polypeptide C	17		fibrillar center			ISO	O15160 	J:164563 	
MGI:103288	Polr1c	polymerase (RNA) I polypeptide C	17		RNA polymerase I complex			IBA	PTN000210383 	J:265628 	
MGI:103288	Polr1c	polymerase (RNA) I polypeptide C	17		RNA polymerase I complex			IDA		J:21850 	
MGI:108403	Polr1d	polymerase (RNA) I polypeptide D	5		RNA polymerase I complex			IBA	PTN000358824 	J:265628 	
MGI:108403	Polr1d	polymerase (RNA) I polypeptide D	5		RNA polymerase I complex			IDA		J:91576 	
MGI:1929022	Polr1e	polymerase (RNA) I polypeptide E	4		fibrillar center			ISO	Q9GZS1 	J:164563 	
MGI:1929022	Polr1e	polymerase (RNA) I polypeptide E	4		nucleolus			IDA		J:66339 J:78329 	
MGI:1929022	Polr1e	polymerase (RNA) I polypeptide E	4		RNA polymerase I complex			IBA	PTN000374345 	J:265628 	
MGI:1929022	Polr1e	polymerase (RNA) I polypeptide E	4		RNA polymerase I complex			IDA		J:66339 	
MGI:106292	Polr1f	RNA polymerase I subunit F	12		RNA polymerase I complex			IBA	PTN001398707 	J:265628 	
MGI:1913386	Polr1h	RNA polymerase I subunit H	17		RNA polymerase I complex			IBA	PTN000133053 	J:265628 	
MGI:98086	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	11	NOT	nucleolus			ISO	P24928 	J:101015 	
MGI:1913670	Polr2e	polymerase (RNA) II (DNA directed) polypeptide E	10		RNA polymerase I complex			IBA	PTN000056681 	J:265628 	
MGI:1349393	Polr2f	polymerase (RNA) II (DNA directed) polypeptide F	15		fibrillar center			ISO	P61218 	J:164563 	
MGI:1349393	Polr2f	polymerase (RNA) II (DNA directed) polypeptide F	15		RNA polymerase I complex			IBA	PTN000080812 	J:265628 	
MGI:2384309	Polr2h	polymerase (RNA) II (DNA directed) polypeptide H	16		RNA polymerase I complex			IBA	PTN000099544 	J:265628 	
MGI:102725	Polr2k	polymerase (RNA) II (DNA directed) polypeptide K	15		RNA polymerase I complex			IBA	PTN000248542 	J:265628 	
MGI:1913741	Polr2l	polymerase (RNA) II (DNA directed) polypeptide L	7		RNA polymerase I complex			IBA	PTN000602008 	J:265628 	
MGI:2444430	Pomt2	protein-O-mannosyltransferase 2	12		nucleolus			ISO	Q9UKY4 	J:164563 	
MGI:1914974	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)	15		nucleolar ribonuclease P complex			IBA	PTN000506667 	J:265628 	
MGI:1914974	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)	15		nucleolar ribonuclease P complex			ISO	Q99575 	J:164563 	
MGI:1914974	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)	15		nucleolus			ISO	Q99575 	J:164563 	
MGI:1913411	Pop4	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	7		nucleolus			ISO	O95707 	J:164563 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		nucleolar ribonuclease P complex			IBA	PTN000988691 	J:265628 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		nucleolar ribonuclease P complex			IDA		J:71040 	
MGI:2151221	Pop5	processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)	5		nucleolus			ISO	Q969H6 	J:164563 	
MGI:1921347	Pop7	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5		nucleolus			ISO	O75817 	J:164563 	
MGI:102565	Pou2f3	POU domain, class 2, transcription factor 3	9		nucleolus			ISO	Q9UKI9 	J:164563 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		nucleolus	is a part of oocyte		IDA		J:200667 	
MGI:1914988	Ppid	peptidylprolyl isomerase D (cyclophilin D)	3		nucleolus			ISO	Q08752 	J:164563 	
MGI:101841	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform	17		nucleolus			ISO	O75688 	J:164563 	
MGI:1858214	Ppm1d	protein phosphatase 1D magnesium-dependent, delta isoform	11		nucleolus			ISO	O15297 	J:164563 	
MGI:2444096	Ppm1e	protein phosphatase 1E (PP2C domain containing)	11		nucleolus			ISO	Q8WY54 	J:164563 	
MGI:104872	Ppp1cc	protein phosphatase 1 catalytic subunit gamma	5		nucleolus			ISO	P36873 	J:164563 	
MGI:1309528	Ppp1r12a	protein phosphatase 1, regulatory subunit 12A	10		nucleolus			ISO	O14974 	J:164563 	
MGI:1918029	Prdm5	PR domain containing 5	6		nucleolus			ISO	Q9NQX1 	J:164563 	
MGI:99523	Prdx1	peroxiredoxin 1	4		nucleolus			ISO	RGD:620039 	J:155856 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		nucleolus			ISO	P78527 	J:164563 	
MGI:1914051	Prkrip1	Prkr interacting protein 1 (IL11 inducible)	5		nucleolus			IBA	PTN000337723 	J:265628 	
MGI:1914051	Prkrip1	Prkr interacting protein 1 (IL11 inducible)	5		nucleolus			IDA		J:84115 	
MGI:2139971	Prmt6	protein arginine N-methyltransferase 6	3		nucleolus			ISO	Q96LA8 	J:164563 	
MGI:2384879	Prmt7	protein arginine N-methyltransferase 7	8		fibrillar center			ISO	Q9NVM4 	J:164563 	
MGI:1925004	Prune2	prune homolog 2	19		nucleolus			ISO	Q8WUY3 	J:164563 	
MGI:1913895	Pspc1	paraspeckle protein 1	14		fibrillar center			ISO	Q8WXF1 	J:164563 	
MGI:95481	Ptk2	PTK2 protein tyrosine kinase 2	15		nucleolus			ISO	RGD:3443 	J:155856 	
MGI:96055	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	6		nucleolus			ISO	P29350 	J:164563 	
MGI:103293	Ptpn13	protein tyrosine phosphatase, non-receptor type 13	5		fibrillar center			ISO	Q12923 	J:164563 	
MGI:106253	Pum3	pumilio RNA-binding family member 3	19		nucleolus			IBA	PTN000333308 	J:265628 	
MGI:106253	Pum3	pumilio RNA-binding family member 3	19		nucleolus			ISO	Q15397 	J:164563 	
MGI:1929237	Pus1	pseudouridine synthase 1	5		nucleolus			IDA		J:92505 	
MGI:1914735	Pwp1	PWP1 homolog, endonuclein	10		nucleolus			ISO	Q13610 	J:164563 	
MGI:1341200	Pwp2	PWP2 periodic tryptophan protein homolog (yeast)	10		Pwp2p-containing subcomplex of 90S preribosome			IBA	PTN000458249 	J:265628 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		nucleolus			ISO	Q9ULZ3 	J:164563 	
MGI:1925678	Pym1	PYM homolog 1, exon junction complex associated factor	10		nucleolus			ISO	Q9BRP8 	J:164563 	
MGI:1929459	Rabgef1	RAB guanine nucleotide exchange factor (GEF) 1	5		nucleolus			ISO	Q9UJ41 	J:164563 	
MGI:1333807	Rad17	RAD17 checkpoint clamp loader component	13		nucleolus			ISO	O75943 	J:164563 	
MGI:1913929	Rae1	ribonucleic acid export 1	2		fibrillar center			ISO	P78406 	J:164563 	
MGI:1922896	Rai14	retinoic acid induced 14	15		fibrillar center			ISO	Q9P0K7 	J:164563 	
MGI:1333112	Ran	RAN, member RAS oncogene family	5		nucleolus			ISO	P62826 	J:164563 	
MGI:97856	Rara	retinoic acid receptor, alpha	11		nucleolus			ISO	P10276 	J:164563 	
MGI:1914297	Rars	arginyl-tRNA synthetase	11		nucleolus			ISO	P54136 	J:164563 	
MGI:104605	Rasl2-9	RAS-like, family 2, locus 9	7		nucleolus			ISO	P62826 	J:164563 	
MGI:1916145	Rasl11a	RAS-like, family 11, member A	5		nucleolus			IDA		J:158988 	
MGI:1918367	Rbbp5	retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit	1		nucleolus			ISO	Q15291 	J:164563 	
MGI:1916376	Rbis	ribosomal biogenesis factor	3		nucleolus			IBA	PTN002179715 	J:265628 	
MGI:1916376	Rbis	ribosomal biogenesis factor	3		nucleolus			ISO	Q8N0T1 	J:164563 	
MGI:105085	Rbl2	RB transcriptional corepressor like 2	8		nucleolus			ISO	Q08999 	J:164563 	
MGI:1100865	Rbm4	RNA binding motif protein 4	19		nucleolus			IDA		J:157800 	
MGI:1100865	Rbm4	RNA binding motif protein 4	19		nucleolus			ISO	Q9BWF3 	J:164563 	
MGI:1921361	Rbm19	RNA binding motif protein 19	5		nucleolus			IBA	PTN001924395 	J:265628 	
MGI:1921361	Rbm19	RNA binding motif protein 19	5		nucleolus	is a part of crypt of lieberkuhn		IDA		J:103132 	
MGI:1921361	Rbm19	RNA binding motif protein 19	5		nucleolus			ISO	Q9Y4C8 	J:164563 	
MGI:2655711	Rbm28	RNA binding motif protein 28	6		nucleolus			ISO	Q9NW13 	J:164563 	
MGI:1098653	Rbm34	RNA binding motif protein 34	8		nucleolus			ISO	P42696 	J:164563 	
MGI:104732	Rbmy	RNA binding motif protein, Y chromosome	Y		nucleolus			ISO	A6NDE4 	J:164563 	
MGI:104732	Rbmy	RNA binding motif protein, Y chromosome	Y		nucleolus			ISO	A6NEQ0 	J:164563 	
MGI:104732	Rbmy	RNA binding motif protein, Y chromosome	Y		nucleolus			ISO	P0C7P1 	J:164563 	
MGI:104732	Rbmy	RNA binding motif protein, Y chromosome	Y		nucleolus			ISO	P0DJD3 	J:164563 	
MGI:104732	Rbmy	RNA binding motif protein, Y chromosome	Y		nucleolus			ISO	Q15415 	J:164563 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		nucleolus			ISO	Q06330 	J:164563 	
MGI:1913275	Rcl1	RNA terminal phosphate cyclase-like 1	19		nucleolus			IBA	PTN000120385 	J:265628 	
MGI:1913275	Rcl1	RNA terminal phosphate cyclase-like 1	19		nucleolus			IDA		J:65052 	
MGI:1349765	Rcn2	reticulocalbin 2	9		nucleolus			ISO	Q14257 	J:164563 	
MGI:1913849	Rdm1	RAD52 motif 1	11		nucleolus			IBA	PTN001259889 	J:265628 	
MGI:1913849	Rdm1	RAD52 motif 1	11		nucleolus			ISO	Q8NG50 	J:164563 	
MGI:2665139	Rerg	RAS-like, estrogen-regulated, growth-inhibitor	6		fibrillar center			ISO	Q96A58 	J:164563 	
MGI:1913520	Retreg1	reticulophagy regulator 1	15		nucleolus			ISO	Q9H6L5 	J:164563 	
MGI:1337131	Rev3l	REV3 like, DNA directed polymerase zeta catalytic subunit	10		nucleolus			IDA		J:100984 	
MGI:1888981	Rexo2	RNA exonuclease 2	9		nucleolus			ISO	Q9Y3B8 	J:164563 	
MGI:2684957	Rexo4	REX4, 3'-5' exonuclease	2		nucleolus			ISO	Q9GZR2 	J:164563 	
MGI:1919402	Rexo5	RNA exonuclease 5	7		nucleolus			ISO	Q96IC2 	J:164563 	
MGI:97891	Rfc1	replication factor C (activator 1) 1	5		nucleolus			ISO	RGD:620619 	J:155856 	
MGI:2149590	Rfpl4	ret finger protein-like 4	7	NOT	nucleolus	is a part of oocyte		IDA		J:81361 	
MGI:1913464	Rgcc	regulator of cell cycle	14		nucleolus			ISO	Q9H4X1 	J:164563 	
MGI:1918979	Rgs12	regulator of G-protein signaling 12	5		nucleolus			ISO	O14924 	J:164563 	
MGI:3613651	Rgs22	regulator of G-protein signalling 22	15		fibrillar center			ISO	Q8NE09 	J:164563 	
MGI:1919202	Riox1	ribosomal oxygenase 1	12		nucleolar preribosome			ISS		J:90013 	
MGI:1919202	Riox1	ribosomal oxygenase 1	12		nucleolus			IBA	PTN000318179 	J:265628 	
MGI:1919202	Riox1	ribosomal oxygenase 1	12		nucleolus			IDA		J:90013 	
MGI:1919202	Riox1	ribosomal oxygenase 1	12		nucleolus			ISO	Q9H6W3 	J:164563 	
MGI:1914264	Riox2	ribosomal oxygenase 2	16		nucleolus			IBA	PTN000318179 	J:265628 	
MGI:1914264	Riox2	ribosomal oxygenase 2	16		nucleolus			ISO	AB083189 	J:79117 	
MGI:1914264	Riox2	ribosomal oxygenase 2	16		nucleolus			ISO	Q8IUF8 	J:164563 	
MGI:1925927	Rnf20	ring finger protein 20	4		nucleolus			ISO	Q5VTR2 	J:164563 	
MGI:1920257	Rnf169	ring finger protein 169	7		nucleolus			ISO	Q8NCN4 	J:164563 	
MGI:1289196	Rnf213	ring finger protein 213	11		nucleolus			IBA	PTN002732068 	J:265628 	
MGI:1289196	Rnf213	ring finger protein 213	11		nucleolus			ISO	Q63HN8 	J:164563 	
MGI:1915147	Rnmt	RNA (guanine-7-) methyltransferase	18		fibrillar center			ISO	O43148 	J:164563 	
MGI:104661	Rora	RAR-related orphan receptor alpha	9		nucleolus			ISO	P35398 	J:164563 	
MGI:1916973	Rpain	RPA interacting protein	11		fibrillar center			ISO	Q86UA6 	J:164563 	
MGI:2141142	Rpap2	RNA polymerase II associated protein 2	5		nucleolus			ISO	Q8IXW5 	J:164563 	
MGI:1917535	Rpf1	ribosome production factor 1 homolog	3		nucleolus			IBA	PTN000506776 	J:265628 	
MGI:1917535	Rpf1	ribosome production factor 1 homolog	3		nucleolus			ISO	Q9H9Y2 	J:164563 	
MGI:1914489	Rpf2	ribosome production factor 2 homolog	10		nucleolus			IBA	PTN000296192 	J:265628 	
MGI:1914489	Rpf2	ribosome production factor 2 homolog	10		nucleolus			ISO	Q9H7B2 	J:164563 	
MGI:1351605	Rpl3	ribosomal protein L3	15		nucleolus			ISO	P39023 	J:164563 	
MGI:102854	Rpl5	ribosomal protein L5	5		nucleolus			ISO	P46777 	J:164563 	
MGI:108057	Rpl6	ribosomal protein L6	5		nucleolus			ISO	AY032864 	J:72889 	
MGI:1353472	Rpl7a	ribosomal protein L7A	2		nucleolus			ISO	P62424 	J:164563 	
MGI:1913479	Rpl7l1	ribosomal protein L7-like 1	17		nucleolus			IDA		J:215371 	
MGI:1914275	Rpl11	ribosomal protein L11	4		nucleolus			IDA		J:169789 J:241062 	
MGI:1914275	Rpl11	ribosomal protein L11	4		nucleolus			ISO	P62913 	J:164563 	
MGI:98002	Rpl12	ribosomal protein L12	2		nucleolus			IDA		J:74290 	
MGI:105922	Rpl13	ribosomal protein L13	8		nucleolus			ISO	P26373 	J:164563 	
MGI:98003	Rpl18	ribosomal protein L18	7		nucleolus			ISO	Q07020 	J:164563 	
MGI:98020	Rpl19	ribosomal protein L19	11		nucleolus			ISO	P84098 	J:164563 	
MGI:1929455	Rpl23	ribosomal protein L23	11		nucleolus			IDA		J:74290 	
MGI:1929455	Rpl23	ribosomal protein L23	11		nucleolus			ISO	P62829 	J:164563 	
MGI:106022	Rpl26	ribosomal protein L26	11		nucleolus			ISO	P61254 	J:164563 	
MGI:98036	Rpl27	ribosomal protein L27	11		nucleolus			ISO	P61353 	J:164563 	
MGI:1860603	Rpl36	ribosomal protein L36	17		nucleolus			ISO	Q9Y3U8 	J:164563 	
MGI:1914303	Rpp14	ribonuclease P 14 subunit	14		nucleolus			ISO	O95059 	J:164563 	
MGI:1914926	Rpp21	ribonuclease P 21 subunit	17		nucleolar ribonuclease P complex			IBA	PTN000380877 	J:265628 	
MGI:1859683	Rpp30	ribonuclease P/MRP 30 subunit	19		nucleolar ribonuclease P complex			IBA	PTN000315300 	J:265628 	
MGI:2443607	Rpp38	ribonuclease P/MRP 38 subunit	2		fibrillar center			IBA	PTN005327064 	J:265628 	
MGI:2443607	Rpp38	ribonuclease P/MRP 38 subunit	2		fibrillar center			ISO	P78345 	J:164563 	
MGI:2443607	Rpp38	ribonuclease P/MRP 38 subunit	2		nucleolus			ISO	P78345 	J:164563 	
MGI:1346084	Rpp40	ribonuclease P 40 subunit	13		nucleolar ribonuclease P complex			ISO	U94317 	J:62783 	
MGI:1350917	Rps3	ribosomal protein S3	7		nucleolus			ISO	P23396 	J:164563 	
MGI:1202063	Rps3a1	ribosomal protein S3A1	3		nucleolus			ISO	P61247 	J:164563 	
MGI:1913434	Rps4l	ribosomal protein S4-like	6		nucleolus			IDA		J:197929 	
MGI:98159	Rps6	ribosomal protein S6	4		nucleolus			ISO	P62753 	J:164563 	
MGI:104557	Rps6ka3	ribosomal protein S6 kinase polypeptide 3	X		nucleolus			ISO	P51812 	J:164563 	
MGI:1914321	Rps6ka6	ribosomal protein S6 kinase polypeptide 6	X		fibrillar center			ISO	Q9UK32 	J:164563 	
MGI:1914321	Rps6ka6	ribosomal protein S6 kinase polypeptide 6	X		nucleolus			ISO	Q9UK32 	J:164563 	
MGI:1333818	Rps7	ribosomal protein S7	12		nucleolus			ISO	P62081 	J:164563 	
MGI:1924096	Rps9	ribosomal protein S9	7		nucleolus			ISO	P46781 	J:164563 	
MGI:1914347	Rps10	ribosomal protein S10	17		nucleolus			ISO	P46783 	J:164563 	
MGI:1915302	Rps13	ribosomal protein S13	7		nucleolus			IBA	PTN000223268 	J:265628 	
MGI:1915302	Rps13	ribosomal protein S13	7		nucleolus			ISO	P62277 	J:164563 	
MGI:98107	Rps14	ribosomal protein S14	18		nucleolus			ISO	P62263 	J:164563 	
MGI:1333780	Rps19	ribosomal protein S19	7		nucleolus			ISO	P17074 	J:73065 	
MGI:1333780	Rps19	ribosomal protein S19	7		nucleolus			ISO	P39019 	J:164563 	
MGI:1913788	Rps19bp1	ribosomal protein S19 binding protein 1	15		nucleolus			IBA	PTN002833920 	J:265628 	
MGI:1913788	Rps19bp1	ribosomal protein S19 binding protein 1	15		nucleolus			IDA		J:103797 	
MGI:1913788	Rps19bp1	ribosomal protein S19 binding protein 1	15		nucleolus			ISO	Q86WX3 	J:164563 	
MGI:1922867	Rps25	ribosomal protein S25	9		nucleolus			ISO	P62851 	J:164563 	
MGI:2443664	Rreb1	ras responsive element binding protein 1	13		fibrillar center			ISO	Q92766 	J:164563 	
MGI:1925255	Rrn3	RRN3 RNA polymerase I transcription factor homolog (yeast)	16		nucleolus			ISO	Q9NYV6 	J:164563 	
MGI:1203500	Rrp1	ribosomal RNA processing 1	10		nucleolus			ISO	P56182 	J:164563 	
MGI:1919712	Rrp1b	ribosomal RNA processing 1B	17		granular component			ISO	Q14684 	J:164563 	
MGI:1919712	Rrp1b	ribosomal RNA processing 1B	17		nucleolus			ISO	Q14684 	J:164563 	
MGI:1922028	Rrp7a	ribosomal RNA processing 7 homolog A	15		UTP-C complex			IBA	PTN000324102 	J:265628 	
MGI:1914251	Rrp8	ribosomal RNA processing 8	7		eNoSc complex			ISO	O43159 	J:164563 	
MGI:1914251	Rrp8	ribosomal RNA processing 8	7		nucleolus			IBA	PTN000300315 	J:265628 	
MGI:1914251	Rrp8	ribosomal RNA processing 8	7		nucleolus			ISO	O43159 	J:164563 	
MGI:2384313	Rrp9	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein	9		nucleolus			ISO	O43818 	J:164563 	
MGI:2147437	Rrp12	ribosomal RNA processing 12 homolog	19		nucleolus			IBA	PTN000491174 	J:265628 	
MGI:2147437	Rrp12	ribosomal RNA processing 12 homolog	19		nucleolus			ISO	Q5JTH9 	J:164563 	
MGI:2385053	Rrp36	ribosomal RNA processing 36	17		nucleolus			IBA	PTN000497661 	J:265628 	
MGI:2385053	Rrp36	ribosomal RNA processing 36	17		nucleolus			ISO	Q96EU6 	J:164563 	
MGI:1929721	Rrs1	ribosome biogenesis regulator 1	1		nucleolus			IBA	PTN000426674 	J:265628 	
MGI:1929721	Rrs1	ribosome biogenesis regulator 1	1		nucleolus			IDA		J:151167 	
MGI:1929721	Rrs1	ribosome biogenesis regulator 1	1		nucleolus			ISO	Q15050 	J:164563 	
MGI:1929628	Rsad2	radical S-adenosyl methionine domain containing 2	12		fibrillar center			ISO	Q8WXG1 	J:164563 	
MGI:1913659	Rsl1d1	ribosomal L1 domain containing 1	16		nucleolus			IDA		J:117454 	
MGI:1913659	Rsl1d1	ribosomal L1 domain containing 1	16		nucleolus			ISO	O76021 	J:164563 	
MGI:2681840	Rsl24d1	ribosomal L24 domain containing 1	9		nucleolus			IBA	PTN000082570 	J:265628 	
MGI:2681840	Rsl24d1	ribosomal L24 domain containing 1	9		nucleolus			ISO	Q9UHA3 	J:164563 	
MGI:3027894	Rsph4a	radial spoke head 4 homolog A (Chlamydomonas)	10		nucleolus			ISO	Q5TD94 	J:164563 	
